Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
Morroco,The LOFT,Positive,recommended,Jun 2019 •,we ate here twice as it was good value and quite interesting cuisine - no booze but the fruit smoothies were excellent
Morroco,The LOFT,Positive,Fun and fab,Jun 2019 •,What a welcome break from touristy places nestled away from the crowded cafe area. Small 23 or so seats. Great music. Waiter is terrific. Ladies in the kitchen churn out delicious creations. Fresh modern comfortable.  Everything was great.
Morroco,The LOFT,Positive,Best dinner in Essaouira for vegetarians too,Jun 2019 •,Fabulous music and vibe. We had a lovely beef and pear dish and they were able to put together a vegetarian main course made up of the appetizers.
Morroco,The LOFT,Positive,"Funky, friendly, tasty, cool",Jun 2019 •,"We had lunch on our last day in Essaouira; what a great choice. The avocado, shrimp and crab salad was superb!!"
Morroco,The LOFT,Positive,Fresh and friendly place,May 2019 •,"During another visit in Essaouira I could not miss my favourite place for lunch. Delicious fresh food, well presented and laid back but professional service."
Morroco,The LOFT,Positive,Awesome food!,May 2019 •,"Nice, cozy place with really delicous food. 3 out of 3 would come again. Prices are fair for the food"
Morroco,The LOFT,Positive,Lamb tagine,May 2019 •,"We visited at 8pm and got one of the few remaining tables (the restaurant does not take reservations). 
I chose the lamb tagine, which was sumptuous and plentiful.
The orange, carrot and ginger smoothie was also very tasty.
The restaurant is quite cozy (tables are close together) and staff are very friendly.
The bill was quite reasonable."
Morroco,The LOFT,Positive,"Cute,  quaint and romantic.",May 2019 •,"As soon as you walk in you feel like your home.
It's like walking into your living room and you feel so very welcomed.
The service was great and they had an English menu to make it easy to order.
I had the fish couscous which was a large serve and full of veggies which I was happy about, my partner had the meatball tagine which i couldn't help to invite myself to share.
A must try and was very romantic, so perfect for couples but not for kids. It's small inside, so you feel you are on sitting close to other tables but that adds to the atmosphere!
Great prices, very cheap!"
Morroco,The LOFT,Positive,Delicious food and great service!!,May 2019 •,"The Loft served us some amazing food when we visited for dinner!!

Starters and mains were delicious and very reasonably priced. The retro theme of the restaurant was a great change and the service was impeccable. 

Card payments accepted, only soft drinks available. Would highly recommend visiting and especially trying the specials they have."
Morroco,The LOFT,Positive,Funky fine dining.,May 2019 •,"This place is funky, fresh and family friendly. And the menu is unconventional. There are many unusual and delicious dishes and it was difficult to choose just one. I had the lamb tagine with pear and my wife had the John dorey fish and we goat cheese rolls for starters. All the dishes were delicious. The ambiance is chilled and the music is funky. They even have baby chair and made our baby feel very welcome. The staff are friendly and professional. All in all one of the best dining experiences we have had in Morocco."
Morroco,The LOFT,Positive,Quick lunch on day trip to Essaouira,Apr 2019 •,Excellent food & service. Chose a monkfish and lamb tagine and saffron creme brulees. Not disappointed. Quirky decoration. Good music. Glad we found this little gem.
Morroco,The LOFT,Positive,An Affordable Foodie Favorite,Mar 2019 •,"My husband and I had lunch at The Loft our last day in Essaouira and it was one of the best meals we had eaten over 3 days at a fraction of the other prices. I started with the carrot soup--of which I am generally a fan--but this was both unusual and delicious! (The spices mixed well with the sweetness of the orange and carrots) I then had the monkfish with rosemary and I was delighted not only with the taste of the dish, but the artfully arranged plate. (Must post a photo to show you). Yes, it is an affordable, small casual restaurant, with friendly staff but you will not be short changed on the quality of the food!"
Morroco,The LOFT,Positive,Wonderful quirky place,Apr 2019 •,"I loved it because there was so much on the p!ate, small amounts of different salads that I wasn't  expecting. All were perfect."
Morroco,The LOFT,Positive,Great music and delicious food!,Apr 2019 •,"My boyfriend and I had a lovely meal here - the food was delicious and flavourful and the atmosphere is cute and quirky. The music they played was also really great. All around excellent, would highly recommend!"
Morroco,The LOFT,Positive,Great restaurant,Apr 2019 •,Couldn’t fault the special of the day! Was absolutely delicious. Great atmosphere and lovely food! Will recommend to friends!
Morroco,The LOFT,Positive,Mind blowing Fish dish,Apr 2019 •,We had a fantastic John Dory fish with avocado and goat cheese rolls. The taste was amazing and good value for money compared to some of the tourist scams. People were queuing 45 min to get a table. Non alcoholic with very fair prices.
Morroco,The LOFT,Positive,Small but packs a punch,Apr 2019 •,"We went to this restaurant as two couples at the end of a long day sight seeing and shopping in the medina. It is a fascinating place. The Loft had been recommended by our tour guide.  

It is a small place in the medina at the intersection of two streets. It has an upstairs as well as the main level. We had a comfortable corner table and ordered our starters and wine right away. Then we ordered dinner entrees and everything we had was wonderful and authentic. When we looked over at the kitchen area, we saw that the chefs were all ladies - possibly the moms and sisters of the owners. The food was excellent."
Morroco,The LOFT,Positive,Coolest restaurant,Apr 2019 •,"Coolest restaurant in town with great taste of music! Great food, service and location... definitely recommend x"
Morroco,The LOFT,Positive,"Informal, fabulous food",Apr 2019 •,"Spotted The Loft on TripAdvisor so decided to give it a go.  Relaxed atmosphere with very tasty food. Menu a bit different to other local restaurants. Very friendly service.
Children aged 12 and 15 really enjoyed,"
Morroco,The LOFT,Positive,Great food and atmosphere,Apr 2019 •,"We visited the Loft while we were on a day trip to Essaouira. The menu caught our eye as it was a nice alternative to what most of the other restaurants offered. I liked the decor and retro music that they had playing. The staff were friendly and attentive. We each got a main course, the chicken and noodles, and the john dory and risotto special of the day. The food was so fresh and tasty. It was the best meal we had on our holiday. The prices are very reasonable too. 

Definitely not to be missed if you're in Essaouira!"
Morroco,The LOFT,Positive,Best food we had in Morocco,Apr 2019 •,"Happened on this restaurant just off the main square in Essaouira, and was sucked in by their menu, seemed to have a bit of everything (seafood,Moroccan, European). Went for the John Dory special, my girlfriend had the chicken noodles. Both were done so well, bordering on fine dining. Atmosphere was cool and relaxed, we definitely put it top of the list of places to visit for food in Morocco."
Morroco,The LOFT,Positive,"Great place, excellent for value",Apr 2019 •,"We have visited Essaouira for a day trip. This restaurant offered a refreshing setting and menu, and the staff was friendly and professional.

The food was great for value. Would definitely eat here again."
Morroco,The LOFT,Positive,Refreshing dinner and excellent value,Apr 2019 •,"Came her as a family of four (two 12 year old boys) having been here a couple of years ago. The food was as good as we remembered it - really tasty, well presented food. Had slivers of steak with pear, chicken noodles, crispy chicken with yoghurt and spicy sauce and lamb couscous. It was slightly Moroccan but totally different from the usual tagine stuff found in lots of places. This was a stand out meal for us in Morocco and the boys who are sometimes a little fussy couldn’t get enough of it. Amazing value at £42 for all of us (incl starters and non alcoholic drinks). Boys had smoothies which they wanted to call out as being “amazing”."
Morroco,The LOFT,Positive,Good food and comfortable place,Mar 2019 •,"I went there with two friends for lunch. 
The stylist decoration with good music. It is relaxing atmosphere. 
Food - unexpectedly tastes, I think it’s fusion Moroccan and European dishes. 
Staffs - nice with polite smile. 
I will come back this restaurant again when go to Essaouira next time"
Morroco,The LOFT,Positive,"Good food, atmospheric",Mar 2019 •,We had a great meal here on the Mezzanine part of the restaurant. The food was legit and very well presented. Music and furnishings gave the place a great atmosphere.
Morroco,The LOFT,Positive,Wow wow Awesome Food,Mar 2019 •,"The loft really exceeded our expectations! The restaurant is small; the decor is nice and the service was great! Now the food, instead of serving olives like all the other restaurants in Morocco they served us olive spread it was really really good! We had the crab and avocado tartare and the eggplant and goat cheese plate for appetizer. Both were fantastic. Main dish we had the beef and caramelized pear. Wow!"
Morroco,The LOFT,Positive,Advised to us by our tour guide,Mar 2019 •,"Cool “hipster” style cafe/restaurant. Perfect place to eat if you want fresh fish as good prices in a clean environment. Not very vegetarian friendly. They were able to make a side dish of vegetarian food but didn’t know how to price it.
Food is served in a photogenic way. Very delicious after backpacking the Atlas Mountains and countryside for 9 days.
Orange juice didn’t taste too fresh. Took a long while to serve."
Morroco,The LOFT,Positive,"Very good food, excellently presented",Mar 2019 •,"Small place in the Kasbah with a 1950s -60s vibe inside (vintage radios, cameras, tvs), interestingly mismatched vintage furniture. Limited menu, very good food, excellent presentation. We had crispy chicken with hot sauce and yoghurt, and gambas in saffron sauce, risotto and vegetables. Creme brulee with saffron to follow. Friendly, efficient service. Reasonable prices (150Dh for gambas, 90 for chicken)"
Morroco,The LOFT,Positive,Great Food and Service! In stylish nice place!,Mar 2019 •,"Had a great evening with very delicious food, great music and very friendly service! Highly recommended!"
Morroco,The LOFT,Positive,Great food in a modern environment,Mar 2019 •,"As per title great food in a modern environment, gets busy around 7.30-8pm so go other times or be prepared to wait a short while"
Morroco,The LOFT,Positive,Became our regular place to eat,Feb 2019 •,"The Loft became our favourite place to eat as we found no where else as good in terms of quality and value.dips and bread were just so good.    The wonderful complimentary dips and bread were just so good; every time.  Some of our favourites: starters: aubergine and goats cheese Mille-feuille - divine, as was the prawn and safron suace with allthe lovely additions again divine.  The food is really so good all the while listening to fab 60/70's and 80's classic music.  The two men running worked so hard to please and were very friendly.  Every night we had the complimentary dips, starters each and mains bottle of water - all for under £40 usually between 30 and 35 - wow."
Morroco,The LOFT,Positive,Great cool and cozy place,Feb 2019 •,Good (fusion) food with a Moroccan twist. I loved it!! The service is great and the design retro. Intimate place where I ate almost every day during my stay.
Morroco,The LOFT,Positive,Must try please!,Feb 2019 •,"Yum Yum~  Great food with great decor.  Love the twist and modern touch of Moroccan food!  It was recommended to us by our tour guide and we are very satisfied with the choice.  Both the presentation and the taste of every dish was impressive.  ""Crackling chicken""-delicious and a nice alternative to the standard couscous, tagine and skewer dishes we have been consuming all week during our Morocco trip."
Morroco,The LOFT,Positive,The best place in Essaouira!,Feb 2019 •,"We wondered where to go in Essaouira and this place was recommended to us by many. Iťs been the best choice! Great food, perfect and friendly stuff and very available location. Higly recommend to everyone!"
Morroco,The LOFT,Positive,Fab Food,Jan 2019 •,"We Visited the loft as an off chance. No disappointment here. Great atmosphere with popular background music. Jazz/ blues etc. 
Modern funky decor. Great service. 
The food is just ‘excellent ‘. 
I had the Monk fish dish, this was cooked to mouthwatering perfection!!
Accompanied by beetroot, avocado and an absolutely delicious rice. Delicious. They also gave me some gorgeous mash cause I asked for it, not knowing what was awaiting me. 
My friend had the Lamb Tagine, served with gorgeous pear and saffron rice with almonds and walnuts. Really delightful flavours and textures which she described as the best meal she has ever had In Morroco. 
Complimentary mint tea served. 
Can’t wait to return."
Morroco,The LOFT,Positive,Corner delight,Jan 2019 •,"This place was opened using creativity and love. “Mega loft” soon opened down the road stealing the menu and the decor. The owner did his best to change decor and rotate the menu. They deserve more and work hard and it’s clear. 

Great food!"
Morroco,The LOFT,Positive,Great vibe!,Jan 2019 •,"We went here for dinner due to its great reviews and it did not disappoint! The vibe is so relaxed with awesome music and cool decor. The food was amazing; we had the goat cheese “crunchy rolls”, the soup which was awesome, then I had the crackling chicken which were amazing and finally my partner had the swordfish which was the catch of the day. 

They do not serve alcohol which was the only downside but did not take away from the experience at all."
Morroco,The LOFT,Positive,Fab,Jan 2019 •,"We all enjoyed eating here. The restaurant has a quirky vibe and the food that we had was delicious.  Even though we all are different meals, we all agreed the restaurant was one of our favourites and we would go back in a heartbeat."
Morroco,The LOFT,Positive,Great meal,Jan 2019 •,Lovely little restaurant - food was excellent. Very reasonable. No alcohol served but didn't take away from the experience.
Morroco,The LOFT,Positive,Marvelous new year’s eve @ the loft,Dec 2018 •,"Small place somewhere in narrow street not far from the main square! A hidden gem!! No reservations ... so be patient! We had wonderfull evening with delicious food (for a fair price, in a nice atmosphere). For example monkfish cooked in cream sauce, grilled shrimp with saffron risotto and much more. I think, one of the best restaurants in Essaouira 👏👏"
Morroco,The LOFT,Positive,Vegetarian friendly,Dec 2018 •,"We had very tasty lunch, lovely fresh juice. The staff were very friendly and welcoming. Note: they have a siesta break  between 3 and 6 pm."
Morroco,The LOFT,Positive,"Seriously delicious, funky lighting, great music, friendly staff.",Dec 2018 •,"We had a delicious lunch at this restaurant in the middle of the Medina. Seafood menu, funky lighting, great music, friendly staff. 

Loved the crab-avocado tatare and John Dory as fish of the day. Super tasty chocolate mousse!"
Morroco,The LOFT,Positive,Great food in a nice atmosphere,Dec 2018 •,"Though we like to eat in more local places, we could not resist the nice atmosphere of the loft while passing by. The music they play is just what you need after hearing moroccon music for a few days. The food is moroccon styled, but different than the typical tajine. The penne with salmon was very good!
Slight disadvantage: the food is served a bit too quickly."
Morroco,The LOFT,Positive,Loved my dinner here,Nov 2018 •,I have a delicious and affordable 3-course dinner here.  Started with eggplant napoleon (kind of a mille feuille with layered eggplant and goat cheese).  The lamb tagine with prunes and pears was lovely and the creme brulee was unusual as the creme was denser than usual.  It's a very relaxed and good choice (good for single diners) in a slightly off-the-beaten path location.  Recommended by Lonely Planet.
Morroco,The LOFT,Positive,Understated brilliance!,Nov 2018 •,"Fancied a quick lunch whilst on a day trip to Essouira- stumbled across the loft and it did not disappoint! Chilled out, cool atmosphere, food and service fantastic - we had found that service can be somewhat lacking in Morocco compared to European standards. Wished we could have spent longer in the city so we could return. Thanks guys, great experience all around."
Morroco,The LOFT,Positive,Fantastic little stunner,Nov 2018 •,"Really enjoyed our meal here. We went for a day trip out to Essouira. Having eaten out twice a day for 4 days and found a common theme of the service being a bit lacking this was a pleasant surprise. Attentive service, great decor, and a delightful meal. Highly recommend the monkfish!
Will return and stay long In the city next visit"
Morroco,The LOFT,Positive,Food Surpise- Delicioso,Nov 2018 •,"Went for Dinner,  absolutely fantastic tasty vegetarian and other dishes! Service sweet and fast,  everything super delicious and prices fair.  Thanks to the whole crew.  Special Goat Cheese and sliced  Beef with mash and a the composition of different ingredients! Super cool,  11 out of 10 Points!"
Morroco,The LOFT,Positive,Traditional Moroccan fine dining,Nov 2018 •,"Food was stunning, restaurant upbeat, modern serving traditional foods with a modern twist. 
Would have loved to gone again. The service was great and the crispy goats cheese rolls with walnuts and raisins were to die for! Good service, great food and highly recommended! Fabulous seasonal menu!"
Morroco,The LOFT,Positive,"Tasty food, friendly service, good atmosphere",Nov 2018 •,"Tasty food, friendly service, good atmosphere! We stayed in Essaouira three nights and visited this place twice. Warmly recommended!"
Morroco,The LOFT,Positive,Nothing to wish for,Sep 2018 •,"Cute little restaurant in the Medina, amazing food and good atmosphere. Unfortunately this is no secret as you will find loads of people queuing there in the evening. 
Service is very friendly. Thank you for a splendid evening."
Morroco,The LOFT,Positive,So glad we gave it a try,Nov 2018 •,It’s making my mouth water thinking about what to write. Delicious food. Reasonably priced.  I would have liked to have tried all the menu. Unfortunately they close on Sundays. Best chocolate mousse I have ever had.
Morroco,The LOFT,Positive,Dinner,Nov 2018 •,Just finished a very enjoyable meal at the Loft. It was excellent and the best meal I have had in Morocco. I had the beef tenderloin with pears. Also recommend the goat cheese egg rolls.  Interesting and fun atmosphere. I highly recommend.
Morroco,The LOFT,Positive,An excellent restaurant,Oct 2018 •,My family and I went for dinner here when in Essaouira and were not disappointed.  The food was superb and the atmosphere in the restaurant was excellent.  The choice of music was particularly good.
Morroco,The LOFT,Positive,Just perfect,Nov 2018 •,This is a great restaurant. The food was excellent- the crispy goat’s cheese rolls were delicious as was the beef and the chicken. The staff were friendly and the ambience was modern and different. Small and beautiful- no wonder they could have filled it more than twice.
Morroco,The LOFT,Positive,Amazing food !,Oct 2018 •,"This is a great little restaurant.....

Quirky decorations !

Exceptional service !

Great Food !

I had the sliced beef with mashed potato and my wife had the chicken & vegetable noodles.

The Creme Brûlée was amazing !

No alcohol served :(

We will come back to try the deep fried chicken as that looked yummy 😋"
Morroco,The LOFT,Positive,"Lovely spot, good music & excellent food",Oct 2018 •,"Highly recommended - the food a blend of maroccan tradition and western favorites, fresh and tastes good."
Morroco,The LOFT,Positive,Excellent food,Oct 2018 •,We chanced upon this restaurant and got the last table around 7.15 pm. My husband had the Warm Moroccan Salad &  eggplant with goats cheese both entrees. I had the lamb tajine with pear & walnut. A line up waiting to get in as we left so popular.
Morroco,The LOFT,Positive,Lovely food and atmosphere,Sep 2018 •,My husband and I visited The Loft. Such an amazing place; nice decorated and the food was really delicious.
Morroco,The LOFT,Positive,Nice place,Sep 2018 •,Small place with good food. We Like atmosthere with music. Small menu choice but everything looks and taste very good.
Morroco,The LOFT,Positive,Lunch,Sep 2018 •,"Lovely lunch at the Loft, very good fish and seafood. The service was excellent, interesting interior"
Morroco,The LOFT,Positive,"Great food, fascinating setting.",Sep 2018 •,"I had walked past it and was interested and saw the reviews and was tempted. I visited and was very happy. Friendly staff, complimentary bread and tapenade. My dinner (lamb couscous) was delicious and a good size portion, not too much or too little after the bread. No alcohol served, but the mint tea was excellent and made with fresh mint. And the surroundings of old school lighting, hifi, cameras and decor is a real treat."
Morroco,The LOFT,Positive,Absolutely lovely,Sep 2018 •,Super dope interior. Fantastic (big portion)  food. Excellent service. Fresh juices and even a live band.
Morroco,The LOFT,Positive,Really good meal,Sep 2018 •,"Had a really good meal here although the menu was a little more European and less Moroccan than other places. There were several healthy options, juices as well as food. The presentation was artistic and pleasing. Eclectic music which was a bit loud but fun. The decor was unusual with nic nacks everywhere."
Morroco,The LOFT,Positive,We loft it !,Sep 2018 •,We had the monkfish and the chicken and we loved both dishes! Super friendly staff and great music matching the interior. It’s in the heart of the city center and therefore easy to reach.
Morroco,The LOFT,Positive,Stunning Food,Aug 2018 •,"Absolutely delicious! A nice change from traditional Moroccan food and fresh as can be. Defiantly recommend, great food, friendly staff and quick service! Took parents for their 21st Wedding anniversary and they were extremely happy."
Morroco,The LOFT,Positive,"Very cool decor and music, excellent food",Aug 2018 •,"Sometimes when a restaurant decor and music are very consciously ""cool"", you find that there can be a loss of focus on the food. I'm happy to say that it's NOT the case here. Actually we ate in some superb restaurants in Essa, but my Loft crab on avocado base, followed by lotte with saffron sauce was up there with the very best. My family said similar things. The service was friendly, and the price was very reasonable. There is no alcohol license. It is very small, so I imagine guests should consider that they need to turn-over tables quite fast to make a reasonable business. So don't be selfish, let other people enjoy it too! :)"
Morroco,The LOFT,Positive,"Great decoration, friendly staff",Jul 2018 •,"We went to The Loft just for a drink after dinner, and we were so happy to find such a nice place, decoration is amazing, good music and friendly staff.
Unfortunately it was too cold to enjoy the terrace, but it was a great place for our last night in Essaouira."
Morroco,The LOFT,Positive,perfect!,Jul 2018 •,"This is really a perfect restaurant fresh seafood and an excellent service!.
The plates are served as a present and everything on it is tasteful."
Morroco,The LOFT,Positive,Amazing food,Jul 2018 •,"We went to this place as a treat night as its a little more expensive than some of the other restaurants near by but it still turned out a very reasonable price. Its a cute place, not very big which gives it a cosy vibe. However the food was delicious! Beautifully cooked and original dishes you don't normally find in morocco, my boyfriend and I were still raving about the meal for days after. 100% worth the visit. Also the waiter was really friendly and fast."
Morroco,The LOFT,Positive,Wonderful Food,Jul 2018 •,"Lovely small restaurant serving very tasty food, the chicken noodles were delicious and so was the fish that my husband had, very friendly owner, definitely worth a visit."
Cuba,Old Square (Plaza Vieja),Positive,Loveliest place in Habana Vieja,Jul 2017 •,"Nice place to visit, a lot of people, very animated location, music, fun and restaurants in the area. The walking tour will naturally lead yo to this spot, so do not miss it!"
Cuba,Old Square (Plaza Vieja),Positive,"Beautifully restored buildings, great restaurants, good music, dancing",Jul 2017 •,"Thankfully, our Airbnb apartment was only two blocks away from this charming square.We were able to enjoy it lively atmosphere, street dancing, live music, shops, and delicious restaurants. It is not too touristy as it is also enjoys by locals and tourists. We ate at the restaurants on the Square and nearby four times ."
Cuba,Old Square (Plaza Vieja),Positive,Perfect !,Jul 2017 •,This large square is really pleasant Day and night Good place for architecture loversThere is someMuseums Some good bar and restaurant One big church Feel so good
Cuba,Old Square (Plaza Vieja),Positive,Our favourite place in city,Jul 2017 •,"Very beautiful square, always full of people. A lot of bars and restaurants near by. A couple of places have free WI FI so check it."
Cuba,Old Square (Plaza Vieja),Positive,Surrounded With Old World Charm,May 2014 •,"There is a beautiful fountain, and old cathedral, several large sculptures and SO MANY AMAZING RESTAURANTS! I highly recommend La Vitrola!!!!!! The food, live music and waitstaff (Shout Out to RAUL) are wonderful!!!"
Cuba,Old Square (Plaza Vieja),Positive,Historical heart of Havana,May 2014 •,"This 16th Century plaza is the original, historic heart of Havana and a must see place. Keep your wits about you though as there are hustlers everywhere with it being the tourist centre."
Cuba,Old Square (Plaza Vieja),Positive,Nice Square,May 2014 •,"Nice place, many choices for lunch or dinner. Try to avoid the scammers and stay alerted for them..."
Cuba,Old Square (Plaza Vieja),Positive,Contrast of Architecture & run down neighbourhood,May 2014 •,"Loved this part of Havana (apart from hotel Inglaterra - gave us raw chicken in a BLT, terrible service, stay away).  Not only is there fabulous architecture with Capitol buildings & theatre, but the mix with local run down dwellings is quite a contrast, you will be able to access the hop on/hop off buses here as well as classic car tours (approximately 40 £/E/$ per hour, probably 2 or 3 hours is enough)."
Cuba,Old Square (Plaza Vieja),Positive,Nice plaza,May 2014 •,"Beautiful square, you will find people dressed in traditional clothing for pictures, sometimes performers, and sometimes people playing music. Cool architecture."
Cuba,Old Square (Plaza Vieja),Positive,Nice walk,May 2014 •,"Good place to walk around the Plaza area and surrounding areas, but don’t expect to be able to purchase anything.  No public toilets and many restaurants were not open. It is safe to walk, but not many signs, so you need to download or print a map."
Cuba,Old Square (Plaza Vieja),Positive,Plaza Vieja - a must visit,May 2014 •,An ideal spot to stop and look at the various architecture around the square. It has a central fountain as well as a strange cockerel statue. On the day we were there it was extremely hot and so we took the opportunity to go upstairs at the Don Eduardo Alegre ( which is near the cockerel) and sit at the balcony with a small beer. You do appreciate the square from a different perspective and can think back to when executions and bullfights took place there watched by the wealthy from said balconies.
Cuba,Old Square (Plaza Vieja),Positive,Great square in the centre of old town,May 2014 •,This square is always bustling with people. It has a great vibe and  while the restaurants all try to get you to come into their place you are pretty much left alone.
Cuba,Old Square (Plaza Vieja),Positive,Best plaza in Havana,May 2014 •,This is the most picturesque Plaza in Havana having originally been founded in 1559 and renovated in 1996. It is a essential stop on a walking tour of old Havana. Would suggest having a drink in one of the cafes.
Cuba,Old Square (Plaza Vieja),Positive,Good starting point in Havana,May 2014 •,"Ok let me be clear: the area is very nice and easily accessible. It is the right place to start your (preferably walking) tour in Havana.OTOH, you cannot miss how poor people are, the ruined buildings in which the live, the numerous beggars.It’s a mixed feeling and tourists should be objective on how things are now Vs how they would like them to be or were several years ago."
Cuba,Old Square (Plaza Vieja),Positive,Beautiful Old Square.,May 2014 •,"Definitely worth a visit, the best of the squares in Havana.  Lovely to walk around and take in the Cuban life. Some beautiful buildings, some of which are cafes and restaurants and one a micro pub.  We were on a tour with a guide during the day and visited here but decided to come back to see it in the evening.  It has a lovely fountain and a bit of a weird statue and while we were there there were ladies in Caribbean attire looking very colourful, old ladies smoking big, fat Cuban cigars and men walking on stilts.  This makes it sound showy and lively but it was a very relaxed and quiet atmosphere. The restaurants upstairs have balconies on which to sit while eating and watch the world go by.  Quite a romantic setting in the evening for dining out and yes most restaurants are aimed at tourists but still felt very Cuban."
Cuba,Old Square (Plaza Vieja),Positive,Heart of Old Havana,May 2014 •,Old Square - The Plaza Vieja is a square located in Old Havana. It was designed in 1559 and is the most striking plaza in Havana from an architectural point of view. Here the Cuban baroque coexists with the Art Nouveau inspired by the Gaudinian style.
Cuba,Old Square (Plaza Vieja),Positive,"old, has character",May 2014 •,"Enjoyed walking around the Old Square, and taking in all the history and character of the buildings. Several small food options and even a few street vendors selling coconuts, then once done the coconut water bring it back and he'd cut up the coconut to eat."
Cuba,Old Square (Plaza Vieja),Positive,Lovely,May 2014 •,Fabulous experience seeing how th Cubans live. Glad we had a guide to explain everything. I wouldn't have learnt so much on my own.
Cuba,Old Square (Plaza Vieja),Positive,Isabelle (France),May 2014 •,"We visited the 16th-century Plaza Vieja, which is surrounded by well renovated elegant colourful colonial residences. In the middle of the place, we saw the beautiful Carrara showpiece fountain.We were lucky because during our visit, there was a fine exhibition of very fine painted cats in Plaza Vieja!!!"
Cuba,Old Square (Plaza Vieja),Positive,Beautiful,May 2014 •,This is a beautiful old square in a lovely old part of Havana we visited while on a tour of Havana there are lots of lovely squares to go visit
Cuba,Old Square (Plaza Vieja),Positive,Nice arcitecture,May 2014 •,The Cubans really put an effort to restore the beautiful old buildings. You can feel the atmosphere of old times!
Cuba,Old Square (Plaza Vieja),Positive,Surrounded by History.,May 2014 •,"The history in Havana's buildings is legendary. At 500 years of age, there's something magnificent to see at every corner. The plaza here was a delight. Good lines of site to the various buildings, so we grabbed a seat at a table in one of the cantinas and ordered ourselves a drink. Just a great place to visit, pass some time, and people watch."
Cuba,Old Square (Plaza Vieja),Positive,Simply Magical,May 2014 •,"I didn't go to any of the cafes or restaurants so cannot comment on the quality of the beer or food in this area...however...as a stand alone square I think it has unrivalled beauty.  It absolutely took my breath away.I've travelled to many, many cities all over the world and done my fair share of town squares & plazas, but this one, has gone straight to No1 in my list.  Mesmerising."
Cuba,Old Square (Plaza Vieja),Positive,Restoration continues,May 2014 •,"Having visited Plaza Vieja during the Special Period when it looked like London at the height of the blitz (WWII), it is always a pleasure to see the continuing restoration and rejuvenation of this stunning square. Excellent."
Cuba,Old Square (Plaza Vieja),Positive,Great,May 2014 •,Big open space in a crowded city. Feels more like a colonial area than much of the city. Plenty of bars
Cuba,Old Square (Plaza Vieja),Positive,One of my favorite places in the world!,May 2014 •,I have been blessed to go to over 75 countries in the world and this square is one of my favorite places in the world. I don't know what it is.. there is no single thing that makes it stand out but a combination of factors that beautifully blend . From the cobbled streets that lead to it.. to the restaurants and Cafe's that adorn it's edges ... Enticing you to stay . The architecture is beautiful and I spent a lot of time writing.. sitting at the second floor of one of the many Cafe's .Highly recommend it.. but don't got to just take selfies and pictures... Spend some time and you will fall in love with this place just at I did.
Cuba,Old Square (Plaza Vieja),Positive,Perfect place to kick back,May 2014 •,I'm not sure if it was a time of day factor or if this was normal but there was hardly anyone in the square.  Unlike other areas teaming with people Plaza Vieja was surprisingly quiet.  Stunningly beautiful and a perfect spot for a mohito!
Cuba,Old Square (Plaza Vieja),Positive,Take a Cruise into Havana Harbor and you step out onto the Square,May 2014 •,"We’ve cruised a lot, and this is hands down the best point of disembarking of any place we’ve sailed into, except for places one can only tender to. The area is interesting, though you’d be hard pressed to find any souvenirs to buy with your Cuban tourist funny money. Many shops all selling the same government approved kitchen. The dancers on stilts were worth watching. Pretty sure cruises from US no longer go to Cuba."
Cuba,Old Square (Plaza Vieja),Positive,Historic area,May 2014 •,It is good to see that this historic part of Havana has and is being fully restored thanks largely to UNESCO. Dating from 1559 it was once called 'New Square'. It was originally used by the military and then later was a market.
Cuba,Old Square (Plaza Vieja),Positive,Habana Plazas,May 2014 •,"Plaza Vieja is a great people watching square with the requisite fountain and several restaurants, many with upper galleries. It’s a great spot to take in the architecture and see and feel what life would have been like promenading around the plaza."
Cuba,Old Square (Plaza Vieja),Positive,Beautiful Square but expensive.,May 2014 •,This is the main sqaure in Old Havana and a wonderful place to see and perhaps take in the Havana atmosphere. It has a micro brewery in one corner and a very popular restaurant with constant music. However be careful as it also attracts tourist prices and the micro brewery with light or dark beer just make up a figure for your bill which is always over. Take my advice and get down the side streets for better quality and half the prices.
Cuba,Old Square (Plaza Vieja),Positive,Restoration to its former glory a good start,May 2014 •,"Well on its way to being restored to its former splendour.  The square is large and each view is stunning.  Once completely restored, it will be spectacular"
Cuba,Old Square (Plaza Vieja),Positive,Lovely square,May 2014 •,Stop in for a coffee or a bite and a drink and enjoy the beautiful scenery. The people watching is amazing as you watch locals and tourists interact.
Cuba,Old Square (Plaza Vieja),Positive,Interesting,May 2014 •,The architecture here is interesting and from here you can see the other side of the harbour.  There are cafes where you enjoy a cocktail and in the centre there is a very pretty garden.
Cuba,Old Square (Plaza Vieja),Positive,The time capsule of Havana,May 2014 •,"This area is almost like a Disneyland recreation of what Havana would have looked like in the 1900-1950s. Everything is beautifully restored.This is not necessarily the real Cuba of today, but it is really beautiful.  There are some amazing structures here."
Cuba,Old Square (Plaza Vieja),Positive,Renovations Completed,May 2014 •,"After years of restoration, this square Is finally free of fences and scaffolds. Great place for pictures of architectural buildings. There’s a micro brewery where you can sit down and people watch."
Cuba,Old Square (Plaza Vieja),Positive,Great area and best restaurant!,May 2014 •,Cafe bohemian is the place to eat here. Best food ! Italian as owners are from Rome! Area is lively during day and evening.
